,source,target,edge
726,ritonavir,P19224,has_enzyme
727,ritonavir,Q9HAW7,has_enzyme
728,ritonavir,Q9HAW9,has_enzyme
729,ritonavir,O60656,has_enzyme
730,ritonavir,P54855,has_enzyme
731,ritonavir,P06133,has_enzyme
732,ritonavir,P16662,has_enzyme
733,aminocaproic acid,Q06278,has_enzyme
734,dextromethorphan,P10635,has_enzyme
735,dextromethorphan,P08684,has_enzyme
736,dextromethorphan,P24462,has_enzyme
737,dextromethorphan,P20813,has_enzyme
738,dextromethorphan,P33261,has_enzyme
739,dextromethorphan,P11712,has_enzyme
740,dextromethorphan,P06133,has_enzyme
741,dextromethorphan,P16662,has_enzyme
742,dextromethorphan,P54855,has_enzyme
743,dextromethorphan,O75795,has_enzyme
744,cisplatin,P05164,has_enzyme
745,cisplatin,P47989,has_enzyme
746,cisplatin,Q02928,has_enzyme
747,cisplatin,P35354,has_enzyme
748,cisplatin,P9WJI5,has_enzyme
749,cisplatin,P11712,has_enzyme
750,cisplatin,P20813,has_enzyme
751,cisplatin,P06276,has_enzyme
752,cisplatin,P30711,has_enzyme
753,cisplatin,P04731,has_enzyme
754,cisplatin,P02795,has_enzyme
755,cisplatin,P00441,has_enzyme
756,cisplatin,P09211,has_enzyme
757,cisplatin,P15559,has_enzyme
758,cisplatin,P09488,has_enzyme
759,albendazole,P04798,has_enzyme
760,albendazole,P05177,has_enzyme
761,albendazole,P08684,has_enzyme
762,albendazole,P33261,has_enzyme
763,trandolapril,P23141,has_enzyme
764,caspofungin,P08684,has_enzyme
765,oxaliplatin,P30711,has_enzyme
766,oxaliplatin,P04731,has_enzyme
767,oxaliplatin,P02795,has_enzyme
768,oxaliplatin,P05164,has_enzyme
769,oxaliplatin,P00441,has_enzyme
770,oxaliplatin,P09211,has_enzyme
771,oxaliplatin,P09488,has_enzyme
772,oxaliplatin,P15559,has_enzyme
773,erlotinib,P08684,has_enzyme
774,erlotinib,P20815,has_enzyme
775,erlotinib,P05177,has_enzyme
776,erlotinib,P04798,has_enzyme
777,erlotinib,P10635,has_enzyme
778,erlotinib,P10632,has_enzyme
779,erlotinib,Q16678,has_enzyme
780,erlotinib,P22309,has_enzyme
781,erlotinib,P00533,has_enzyme
782,cyclophosphamide,P11712,has_enzyme
783,cyclophosphamide,P08684,has_enzyme
784,cyclophosphamide,P20813,has_enzyme
785,cyclophosphamide,P33261,has_enzyme
786,cyclophosphamide,P11509,has_enzyme
787,cyclophosphamide,P33260,has_enzyme
788,cyclophosphamide,P20815,has_enzyme
789,cyclophosphamide,P10632,has_enzyme
790,ciprofloxacin,P05177,has_enzyme
791,ciprofloxacin,P08684,has_enzyme
792,ciprofloxacin,P20815,has_enzyme
793,ciprofloxacin,P24462,has_enzyme
794,nortriptyline,P10635,has_enzyme
795,nortriptyline,P08684,has_enzyme
796,nortriptyline,P05177,has_enzyme
797,nortriptyline,P33261,has_enzyme
798,nortriptyline,P20815,has_enzyme
799,nortriptyline,P05181,has_enzyme
800,vincristine,P08684,has_enzyme
801,vincristine,P20815,has_enzyme
802,vincristine,P24462,has_enzyme
803,benazepril,P42898,has_enzyme
804,amoxapine,P10635,has_enzyme
805,fluorouracil,Q12882,has_enzyme
806,fluorouracil,Q16831,has_enzyme
807,fluorouracil,O95045,has_enzyme
808,fluorouracil,P11509,has_enzyme
809,fluorouracil,P10632,has_enzyme
810,fluorouracil,P42898,has_enzyme
811,fluorouracil,P04818,has_enzyme
812,fluorouracil,P11172,has_enzyme
813,fluorouracil,Q06203,has_enzyme
814,fluorouracil,P05177,has_enzyme
815,fluorouracil,P19971,has_enzyme
816,fluorouracil,P11712,has_enzyme
817,pyridostigmine,P22303,has_enzyme
818,pyridostigmine,P06276,has_enzyme
819,pyridostigmine,P08684,has_enzyme
820,zafirlukast,P11712,has_enzyme
821,zafirlukast,P10632,has_enzyme
822,zafirlukast,P23219,has_enzyme
823,zafirlukast,P08684,has_enzyme
824,zafirlukast,P05177,has_enzyme
825,zafirlukast,P33261,has_enzyme
826,zafirlukast,P10635,has_enzyme
827,propylthiouracil,P05164,has_enzyme
828,propylthiouracil,P09172,has_enzyme
829,propylthiouracil,P04798,has_enzyme
830,methoxsalen,P04798,has_enzyme
831,methoxsalen,Q16696,has_enzyme
832,methoxsalen,P11509,has_enzyme
833,methoxsalen,P05177,has_enzyme
834,piroxicam,P10632,has_enzyme
835,piroxicam,P11712,has_enzyme
836,lamotrigine,P00374,has_enzyme
837,lamotrigine,P22309,has_enzyme
838,lamotrigine,Q9HAW8,has_enzyme
839,lamotrigine,P35503,has_enzyme
840,lamotrigine,P22310,has_enzyme
841,lamotrigine,P19224,has_enzyme
842,lamotrigine,Q9HAW7,has_enzyme
843,lamotrigine,Q9HAW9,has_enzyme
844,lamotrigine,O60656,has_enzyme
845,lamotrigine,P54855,has_enzyme
846,lamotrigine,P06133,has_enzyme
847,lamotrigine,P16662,has_enzyme
848,hydroxyzine,P08684,has_enzyme
849,hydroxyzine,P20815,has_enzyme
850,hydroxyzine,P10635,has_enzyme
851,bosentan,P08684,has_enzyme
852,bosentan,P11712,has_enzyme
853,methotrexate,P00374,has_enzyme
854,methotrexate,Q06278,has_enzyme
855,methotrexate,P42898,has_enzyme
856,methotrexate,P52209,has_enzyme
857,methotrexate,Q05932,has_enzyme
858,methotrexate,P04818,has_enzyme
859,methotrexate,P31939,has_enzyme
860,methotrexate,Q92820,has_enzyme
861,methotrexate,P08684,has_enzyme
862,methotrexate,P06621,has_enzyme
863,carbamazepine,P08684,has_enzyme
864,carbamazepine,P10632,has_enzyme
865,carbamazepine,P05177,has_enzyme
866,carbamazepine,P11712,has_enzyme
867,carbamazepine,P33261,has_enzyme
868,carbamazepine,P20813,has_enzyme
869,carbamazepine,P20815,has_enzyme
870,carbamazepine,P16662,has_enzyme
871,carbamazepine,P22309,has_enzyme
872,carbamazepine,P19224,has_enzyme
873,carbamazepine,Q9HAW7,has_enzyme
874,vinblastine,P10635,has_enzyme
875,vinblastine,P08684,has_enzyme
876,propranolol,P04798,has_enzyme
877,propranolol,P21397,has_enzyme
878,propranolol,P05177,has_enzyme
879,propranolol,P10635,has_enzyme
880,propranolol,P33261,has_enzyme
881,propranolol,P20815,has_enzyme
882,propranolol,P08684,has_enzyme
883,propranolol,P24462,has_enzyme
884,clonidine,P05177,has_enzyme
885,clonidine,P08684,has_enzyme
886,clonidine,P04798,has_enzyme
887,clonidine,P20815,has_enzyme
888,clonidine,P10635,has_enzyme
889,sulfamethizole,P11712,has_enzyme
890,valaciclovir,Q16774,has_enzyme
891,valaciclovir,P06478,has_enzyme
892,carbenicillin,P47712,has_enzyme
893,valdecoxib,O60656,has_enzyme
894,valdecoxib,P11712,has_enzyme
895,valdecoxib,P08684,has_enzyme
896,voriconazole,Q01740,has_enzyme
897,voriconazole,P31513,has_enzyme
898,voriconazole,P20815,has_enzyme
899,voriconazole,P24462,has_enzyme
900,voriconazole,P33261,has_enzyme
901,voriconazole,P08684,has_enzyme
902,voriconazole,P11712,has_enzyme
903,voriconazole,P20813,has_enzyme
904,voriconazole,P23219,has_enzyme
905,nizatidine,P06276,has_enzyme
906,diclofenac,P11712,has_enzyme
907,diclofenac,P33261,has_enzyme
908,diclofenac,P05177,has_enzyme
909,diclofenac,P10632,has_enzyme
910,diclofenac,P16662,has_enzyme
911,diclofenac,P08684,has_enzyme
912,diclofenac,P20813,has_enzyme
913,diclofenac,P33260,has_enzyme
914,diclofenac,P05181,has_enzyme
915,diclofenac,P35503,has_enzyme
916,diclofenac,O60656,has_enzyme
917,diclofenac,P06133,has_enzyme
918,diclofenac,P09917,has_enzyme
919,diclofenac,P14555,has_enzyme
920,doxazosin,P08684,has_enzyme
921,doxazosin,P33261,has_enzyme
922,doxazosin,P11712,has_enzyme
923,doxazosin,P10635,has_enzyme
924,ethosuximide,P08684,has_enzyme
925,ethosuximide,Q9HB55,has_enzyme
926,ethosuximide,P20815,has_enzyme
927,ethosuximide,P24462,has_enzyme
928,ethosuximide,P08684,has_enzyme
929,ethosuximide,P05181,has_enzyme
930,amiloride,P19801,has_enzyme
931,amiloride,Q9TRC7,has_enzyme
932,labetalol,P10635,has_enzyme
933,labetalol,P33261,has_enzyme
934,labetalol,P22309,has_enzyme
935,labetalol,P16662,has_enzyme
936,labetalol,O60656,has_enzyme
937,linezolid,P27338,has_enzyme
938,linezolid,P21397,has_enzyme
939,ivermectin,P08684,has_enzyme
940,ivermectin,P10635,has_enzyme
941,ivermectin,P05181,has_enzyme
942,sulindac,P04798,has_enzyme
943,nafcillin,P05177,has_enzyme
944,nafcillin,P08684,has_enzyme
945,chloroquine,P10632,has_enzyme
946,chloroquine,P08684,has_enzyme
947,chloroquine,P20815,has_enzyme
948,chloroquine,P10635,has_enzyme
949,chloroquine,P04798,has_enzyme
950,bisoprolol,P08684,has_enzyme
951,rifabutin,P33261,has_enzyme
952,rifabutin,P20813,has_enzyme
953,rifabutin,P10632,has_enzyme
954,rifabutin,P11712,has_enzyme
955,rifabutin,P08684,has_enzyme
956,imatinib,P08684,has_enzyme
957,imatinib,P20815,has_enzyme
958,imatinib,P24462,has_enzyme
959,imatinib,P05177,has_enzyme
960,imatinib,P11712,has_enzyme
961,imatinib,P10635,has_enzyme
962,imatinib,P33261,has_enzyme
963,imatinib,P10632,has_enzyme
964,oxandrolone,P11712,has_enzyme
965,nicardipine,P08684,has_enzyme
966,nicardipine,P10635,has_enzyme
967,nicardipine,P33261,has_enzyme
968,nicardipine,P10632,has_enzyme
969,nicardipine,P20813,has_enzyme
970,nicardipine,P05181,has_enzyme
971,nicardipine,P20815,has_enzyme
972,nicardipine,P11712,has_enzyme
973,fluphenazine,P05181,has_enzyme
974,fluphenazine,P10635,has_enzyme
975,testosterone,P08684,has_enzyme
976,testosterone,P20815,has_enzyme
977,testosterone,P24462,has_enzyme
978,testosterone,Q9HB55,has_enzyme
979,testosterone,P11511,has_enzyme
980,testosterone,P21397,has_enzyme
981,testosterone,P05108,has_enzyme
982,testosterone,P04798,has_enzyme
983,testosterone,Q16678,has_enzyme
984,testosterone,Q16696,has_enzyme
985,testosterone,P20813,has_enzyme
986,testosterone,P33261,has_enzyme
987,testosterone,P11712,has_enzyme
988,testosterone,P10632,has_enzyme
989,efavirenz,P33261,has_enzyme
990,efavirenz,P11712,has_enzyme
991,efavirenz,P20813,has_enzyme
992,efavirenz,P08684,has_enzyme
993,efavirenz,P20815,has_enzyme
994,efavirenz,P24462,has_enzyme
995,efavirenz,P05177,has_enzyme
996,efavirenz,P10635,has_enzyme
997,efavirenz,P10632,has_enzyme
998,efavirenz,P22309,has_enzyme
999,niacin,P10635,has_enzyme
1000,niacin,P08684,has_enzyme
1001,niacin,P05181,has_enzyme
1002,prednisone,P33261,has_enzyme
1003,prednisone,P20815,has_enzyme
1004,prednisone,P08684,has_enzyme
1005,prednisone,Q9HB55,has_enzyme
1006,prednisone,P20815,has_enzyme
1007,prednisone,P24462,has_enzyme
1008,prednisone,P11509,has_enzyme
1009,prednisone,Q16678,has_enzyme
1010,prednisone,P20813,has_enzyme
1011,prednisone,P10632,has_enzyme
1012,prednisone,P11712,has_enzyme
1013,prednisone,P28845,has_enzyme
1014,prednisone,P08684,has_enzyme
1015,clofibrate,P04798,has_enzyme
1016,clofibrate,Q02928,has_enzyme
1017,clofibrate,P08684,has_enzyme
1018,clofibrate,P09210,has_enzyme
1019,clofibrate,P05181,has_enzyme
1020,astemizole,P08684,has_enzyme
1021,astemizole,P20815,has_enzyme
1022,astemizole,P24462,has_enzyme
1023,astemizole,P10635,has_enzyme
1024,astemizole,P51589,has_enzyme
1025,adenosine,P00568,has_enzyme
1026,adenosine,P15531,has_enzyme
1027,adenosine,P22392,has_enzyme
1028,adenosine,P00491,has_enzyme
1029,adenosine,P47989,has_enzyme
1030,adenosine,P00813,has_enzyme
1031,adenosine,P55263,has_enzyme
1032,simvastatin,P08684,has_enzyme
1033,simvastatin,P20815,has_enzyme
1034,simvastatin,P10632,has_enzyme
1035,simvastatin,P11712,has_enzyme
1036,simvastatin,P10635,has_enzyme
1037,simvastatin,P20813,has_enzyme
1038,simvastatin,P22309,has_enzyme
1039,simvastatin,P35503,has_enzyme
1040,simvastatin,P16662,has_enzyme
1041,simvastatin,P33261,has_enzyme
1042,simvastatin,O00748,has_enzyme
1043,simvastatin,P23141,has_enzyme
1044,mebendazole,P04798,has_enzyme
1045,mebendazole,P08684,has_enzyme
1046,mebendazole,Q9HB55,has_enzyme
1047,mebendazole,P20815,has_enzyme
1048,mebendazole,P24462,has_enzyme
1049,mitotane,P08684,has_enzyme
1050,trazodone,P08684,has_enzyme
1051,trazodone,P20815,has_enzyme
1052,trazodone,P24462,has_enzyme
1053,trazodone,P10635,has_enzyme
1054,verapamil,P08684,has_enzyme
1055,verapamil,P10632,has_enzyme
1056,verapamil,P11712,has_enzyme
1057,verapamil,P20815,has_enzyme
1058,verapamil,P33260,has_enzyme
1059,verapamil,P20813,has_enzyme
1060,verapamil,P33261,has_enzyme
1061,verapamil,P05177,has_enzyme
1062,verapamil,P05181,has_enzyme
1063,verapamil,P10635,has_enzyme
1064,nilutamide,P33261,has_enzyme
1065,nilutamide,P16435,has_enzyme
1066,epinephrine,P11712,has_enzyme
1067,epinephrine,P08684,has_enzyme
1068,epinephrine,P21964,has_enzyme
1069,epinephrine,P21397,has_enzyme
1070,epinephrine,P27338,has_enzyme
1071,sumatriptan,P21397,has_enzyme
1072,chlorpropamide,P11712,has_enzyme
1073,chlorpropamide,P33261,has_enzyme
1074,chlorpropamide,P23219,has_enzyme
1075,galantamine,P08684,has_enzyme
1076,galantamine,P10635,has_enzyme
1077,tamoxifen,P10635,has_enzyme
1078,tamoxifen,P08684,has_enzyme
1079,tamoxifen,P20815,has_enzyme
1080,tamoxifen,P24462,has_enzyme
1081,tamoxifen,P11712,has_enzyme
1082,tamoxifen,P33261,has_enzyme
1083,tamoxifen,P20813,has_enzyme
1084,tamoxifen,P04798,has_enzyme
1085,tamoxifen,Q16678,has_enzyme
1086,tamoxifen,Q01740,has_enzyme
1087,tamoxifen,P31513,has_enzyme
1088,tamoxifen,P10632,has_enzyme
1089,tamoxifen,P23141,has_enzyme
1090,tamoxifen,P11511,has_enzyme
1091,tamoxifen,P11509,has_enzyme
1092,tamoxifen,P05181,has_enzyme
1093,tamoxifen,Q9HAW8,has_enzyme
1094,tamoxifen,P50225,has_enzyme
1095,tamoxifen,Q06520,has_enzyme
1096,tamoxifen,P05177,has_enzyme
1097,tamoxifen,P16662,has_enzyme
1098,tamoxifen,O75795,has_enzyme
1099,tamoxifen,P49888,has_enzyme
1100,losartan,P11712,has_enzyme
1101,losartan,P08684,has_enzyme
1102,losartan,P33261,has_enzyme
1103,losartan,P22309,has_enzyme
1104,losartan,P35503,has_enzyme
1105,losartan,Q9HAW8,has_enzyme
1106,losartan,P16662,has_enzyme
1107,losartan,O75795,has_enzyme
1108,losartan,P10632,has_enzyme
1109,thioridazine,P05181,has_enzyme
1110,thioridazine,P10635,has_enzyme
1111,thioridazine,P33261,has_enzyme
1112,warfarin,P11712,has_enzyme
1113,warfarin,P05177,has_enzyme
1114,warfarin,P33261,has_enzyme
1115,warfarin,P08684,has_enzyme
1116,warfarin,P10632,has_enzyme
1117,warfarin,P33260,has_enzyme
1118,midazolam,P08684,has_enzyme
1119,midazolam,P22310,has_enzyme
1120,midazolam,P20815,has_enzyme
1121,midazolam,P24462,has_enzyme
1122,trovafloxacin,P05177,has_enzyme
1123,fludrocortisone,P08684,has_enzyme
1124,fludrocortisone,P80365,has_enzyme
1125,fludrocortisone,P28845,has_enzyme
1126,mycophenolate mofetil,Q9HAW7,has_enzyme
1127,mycophenolate mofetil,P19224,has_enzyme
1128,mycophenolate mofetil,O60656,has_enzyme
1129,mycophenolate mofetil,P16662,has_enzyme
1130,mycophenolate mofetil,Q9HAW9,has_enzyme
1131,mycophenolate mofetil,Q9HAW8,has_enzyme
1132,mycophenolate mofetil,P23141,has_enzyme
1133,mycophenolate mofetil,P08684,has_enzyme
1134,mycophenolate mofetil,P20815,has_enzyme
1135,mycophenolate mofetil,P10632,has_enzyme
1136,mycophenolate mofetil,Q6IPK9,has_enzyme
1137,mycophenolate mofetil,P22309,has_enzyme
1138,flurazepam,P08684,has_enzyme
1139,flurazepam,P05181,has_enzyme
1140,flurazepam,P11509,has_enzyme
1141,daunorubicin,P08684,has_enzyme
1142,daunorubicin,P20815,has_enzyme
1143,daunorubicin,P16435,has_enzyme
1144,daunorubicin,Q16678,has_enzyme
1145,daunorubicin,P15121,has_enzyme
1146,daunorubicin,P16152,has_enzyme
1147,daunorubicin,O75828,has_enzyme
1148,furosemide,P52209,has_enzyme
1149,furosemide,P22309,has_enzyme
1150,tizanidine,P05177,has_enzyme
1151,nitrofurantoin,P16435,has_enzyme
1152,eplerenone,P19099,has_enzyme
1153,eplerenone,P08684,has_enzyme
1154,eplerenone,P20815,has_enzyme
1155,naltrexone,P22309,has_enzyme
1156,delavirdine,P08684,has_enzyme
1157,delavirdine,P10635,has_enzyme
1158,delavirdine,P20815,has_enzyme
1159,delavirdine,P24462,has_enzyme
1160,delavirdine,P11712,has_enzyme
1161,delavirdine,P33261,has_enzyme
1162,tamsulosin,P10635,has_enzyme
1163,tamsulosin,P08684,has_enzyme
1164,sufentanil,P08684,has_enzyme
1165,lamivudine,P27707,has_enzyme
1166,lamivudine,P30085,has_enzyme
1167,lamivudine,P00558,has_enzyme
1168,lamivudine,P15531,has_enzyme
1169,lamivudine,P22392,has_enzyme
1170,lamivudine,P49585,has_enzyme
1171,lamivudine,Q99447,has_enzyme
1172,lamivudine,Q8TCD5,has_enzyme
1173,apomorphine,P21964,has_enzyme
1174,apomorphine,P50225,has_enzyme
1175,apomorphine,P50226,has_enzyme
1176,apomorphine,P0DMM9,has_enzyme
1177,apomorphine,P49888,has_enzyme
1178,apomorphine,O43704,has_enzyme
1179,apomorphine,P20813,has_enzyme
1180,apomorphine,P10632,has_enzyme
1181,apomorphine,P08684,has_enzyme
1182,apomorphine,P20815,has_enzyme
1183,apomorphine,P22309,has_enzyme
1184,apomorphine,Q9HAW8,has_enzyme
1185,apomorphine,P35503,has_enzyme
1186,apomorphine,P22310,has_enzyme
1187,apomorphine,P19224,has_enzyme
1188,apomorphine,Q9HAW7,has_enzyme
1189,apomorphine,Q9HAW9,has_enzyme
1190,apomorphine,O60656,has_enzyme
1191,apomorphine,P54855,has_enzyme
1192,apomorphine,P06133,has_enzyme
1193,apomorphine,P16662,has_enzyme
1194,paroxetine,P20813,has_enzyme
1195,paroxetine,P05177,has_enzyme
1196,paroxetine,P08684,has_enzyme
1197,paroxetine,P33261,has_enzyme
1198,paroxetine,P10635,has_enzyme
1199,paroxetine,P11712,has_enzyme
1200,nitroglycerin,P05091,has_enzyme
1201,thiabendazole,P05177,has_enzyme
1202,thiabendazole,P04798,has_enzyme
1203,nateglinide,P11712,has_enzyme
1204,nateglinide,P08684,has_enzyme
1205,nateglinide,P20815,has_enzyme
1206,nateglinide,P24462,has_enzyme
1207,nateglinide,P23219,has_enzyme
1208,nateglinide,O60656,has_enzyme
1209,nateglinide,P10635,has_enzyme
1210,risperidone,P10635,has_enzyme
1211,risperidone,P08684,has_enzyme
1212,meclizine,P10635,has_enzyme
1213,pentamidine,P33261,has_enzyme
1214,pentamidine,P04798,has_enzyme
1215,pentamidine,P10635,has_enzyme
1216,pentamidine,P20815,has_enzyme
1217,pentamidine,Q02928,has_enzyme
1218,riluzole,P04798,has_enzyme
1219,riluzole,P05177,has_enzyme
1220,hydrocortisone,P08684,has_enzyme
1221,hydrocortisone,P20815,has_enzyme
1222,hydrocortisone,P24462,has_enzyme
1223,hydrocortisone,P15538,has_enzyme
1224,hydrocortisone,P19099,has_enzyme
1225,hydrocortisone,P10632,has_enzyme
1226,hydrocortisone,P51857,has_enzyme
1227,hydrocortisone,P31213,has_enzyme
1228,hydrocortisone,P80365,has_enzyme
1229,hydrocortisone,P28845,has_enzyme
1230,hydrocortisone,P11509,has_enzyme
1231,hydrocortisone,Q16678,has_enzyme
1232,hydrocortisone,P20813,has_enzyme
1233,hydrocortisone,P11712,has_enzyme
1234,hydrocortisone,P33261,has_enzyme
1235,mannitol,O08355,has_enzyme
1236,zileuton,P23219,has_enzyme
1237,zileuton,O60656,has_enzyme
1238,zileuton,P11712,has_enzyme
1239,zileuton,P05177,has_enzyme
1240,zileuton,P08684,has_enzyme
1241,modafinil,P33261,has_enzyme
1242,modafinil,P08684,has_enzyme
1243,modafinil,P20815,has_enzyme
1244,modafinil,P05177,has_enzyme
1245,modafinil,P20813,has_enzyme
1246,modafinil,P11712,has_enzyme
1247,modafinil,P10635,has_enzyme
1248,deferoxamine,P47989,has_enzyme
1249,scopolamine,P08684,has_enzyme
1250,etodolac,P35503,has_enzyme
1251,etodolac,Q9HAW8,has_enzyme
1252,etodolac,P16662,has_enzyme
1253,etodolac,P11712,has_enzyme
1254,etodolac,O60656,has_enzyme
1255,tranylcypromine,P10635,has_enzyme
1256,tranylcypromine,P11712,has_enzyme
1257,tranylcypromine,P33261,has_enzyme
1258,tranylcypromine,P05177,has_enzyme
1259,tranylcypromine,P11509,has_enzyme
1260,tranylcypromine,P08684,has_enzyme
1261,dolasetron,P11712,has_enzyme
1262,dolasetron,P08684,has_enzyme
1263,dolasetron,P10635,has_enzyme
1264,clopidogrel,P11712,has_enzyme
1265,clopidogrel,P05177,has_enzyme
1266,clopidogrel,P10632,has_enzyme
1267,clopidogrel,P23141,has_enzyme
1268,clopidogrel,P08684,has_enzyme
1269,clopidogrel,P20813,has_enzyme
1270,clopidogrel,P20815,has_enzyme
1271,clopidogrel,P33261,has_enzyme
1272,tetracycline,P08684,has_enzyme
1273,meropenem,P14489,has_enzyme
1274,meropenem,P16444,has_enzyme
1275,irinotecan,P08684,has_enzyme
1276,irinotecan,P20815,has_enzyme
1277,irinotecan,P20813,has_enzyme
1278,irinotecan,P24462,has_enzyme
1279,irinotecan,P22309,has_enzyme
1280,irinotecan,O60656,has_enzyme
1281,irinotecan,P23141,has_enzyme
1282,irinotecan,O00748,has_enzyme
1283,irinotecan,P06276,has_enzyme
1284,methimazole,P05177,has_enzyme
1285,methimazole,P11509,has_enzyme
1286,methimazole,P20813,has_enzyme
1287,methimazole,P33261,has_enzyme
1288,methimazole,P11712,has_enzyme
1289,methimazole,P10635,has_enzyme
1290,methimazole,P05181,has_enzyme
